PeakID (cmd=annotatePeaks.pl filtrd_peaks.bed hg19)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr17-681	chr17	53510615	53510761	+	1	NA	Intergenic	Intergenic	-11347	NM_012329	23531	Hs.463483	NM_012329	ENSG00000108960	MMD	MMA|MMD1|PAQR11	monocyte to macrophage differentiation associated	protein-coding
chr16-414	chr16	30798465	30798665	+	1	NA	promoter-TSS (NM_001080417)	promoter-TSS (NM_001080417)	-25	NM_001080417	23361	Hs.301094	NM_001080417	ENSG00000102870	ZNF629	ZNF|ZNF65	zinc finger protein 629	protein-coding
chr6-63	chr6	56911266	56911337	+	1	NA	promoter-TSS (NM_001286275)	promoter-TSS (NM_001286275)	-29	NM_020931	57691	Hs.709521	NM_020931	ENSG00000168116	KIAA1586	-	KIAA1586	protein-coding
chr9-373	chr9	20683925	20684145	+	1	NA	intron (NR_121601, intron 1 of 1)	CpG	714	NR_121601	101929548	Hs.668302	NR_121601	ENSG00000227071	FOCAD-AS1	-	FOCAD antisense RNA 1	ncRNA
chr15-306	chr15	93237372	93237527	+	1	NA	Intergenic	Intergenic	-38418	NM_207446	400451	Hs.27373	NM_207446	ENSG00000185442	FAM174B	-	family with sequence similarity 174 member B	protein-coding
chr6-41	chr6	44026373	44026543	+	1	NA	intron (NR_125864, intron 1 of 4)	intron (NR_125864, intron 1 of 4)	15931	NR_125864	101929705	Hs.670378	NR_125864	ENSG00000237686	LOC101929705	-	uncharacterized LOC101929705	ncRNA
chr16-46	chr16	11453346	11453536	+	1	NA	Intergenic	L1MC3|LINE|L1	14146	NM_152308	116028	Hs.347524	NM_152308	ENSG00000175643	RMI2	BLAP18|C16orf75	RecQ mediated genome instability 2	protein-coding
chr12-128	chr12	51477333	51477519	+	1	NA	promoter-TSS (NM_030809)	promoter-TSS (NM_030809)	11	NR_045072	81566	Hs.524425	NM_030809	ENSG00000110925	CSRNP2	C12orf2|C12orf22|FAM130A1|PPP1R72|TAIP-12	cysteine and serine rich nuclear protein 2	protein-coding
chr2-78	chr2	42722113	42722259	+	1	NA	promoter-TSS (NM_172344)	promoter-TSS (NM_172344)	477	NM_001282755	57504	Hs.435413	NM_020744	ENSG00000057935	MTA3	-	metastasis associated 1 family member 3	protein-coding
chr20-1070	chr20	55884073	55884241	+	1	NA	Intergenic	Intergenic	12490	NR_036219	100422883		NR_036219	ENSG00000266666	MIR4325	-	microRNA 4325	ncRNA
chr16-83	chr16	57326587	57326790	+	1	NA	Intergenic	MER77B|LTR|ERVL	-8104	NM_015993	51090	Hs.632215	NM_015993	ENSG00000102934	PLLP	PMLP|TM4SF11	plasmolipin	protein-coding
chr11-86	chr11	121330354	121330574	+	1	NA	intron (NM_003105, intron 1 of 47)	intron (NM_003105, intron 1 of 47)	7552	NM_003105	6653	Hs.368592	NM_003105	ENSG00000137642	SORL1	C11orf32|LR11|LRP9|SORLA|SorLA-1|gp250	sortilin related receptor 1	protein-coding
chr3-713	chr3	23136678	23136842	+	1	NA	Intergenic	Intergenic	107309	NR_136177	100505877	Hs.125904	NR_136176	ENSG00000233153	UBE2E2-AS1	-	UBE2E2 antisense RNA 1 (head to head)	ncRNA
chr17-130	chr17	17140530	17140662	+	1	NA	promoter-TSS (NM_144997)	promoter-TSS (NM_144997)	-91	NM_144606	201163	Hs.31652	NM_144606	ENSG00000154803	FLCN	BHD|FLCL	folliculin	protein-coding
chr8-345	chr8	124253561	124253758	+	1	NA	promoter-TSS (NM_032847)	promoter-TSS (NM_032847)	-21	NM_032847	84933	Hs.707401	NM_032847	ENSG00000189376	C8orf76	-	chromosome 8 open reading frame 76	protein-coding
chr21-6	chr21	30848902	30849100	+	1	NA	Intergenic	Intergenic	-19366	NR_146594	54147	Hs.124532	NR_146594	ENSG00000234293	BACH1-IT3	C21orf8|NCRNA00097	BACH1 intronic transcript 3	ncRNA
chr5-475	chr5	172710741	172710869	+	1	NA	Intergenic	CpG	45701	NM_003714	8614	Hs.233160	NM_003714	ENSG00000113739	STC2	STC-2|STCRP	stanniocalcin 2	protein-coding
chr8-61	chr8	101429535	101429750	+	1	NA	Intergenic	Intergenic	34651	NR_039681	100616451		NR_039681	ENSG00000265599	MIR4471	-	microRNA 4471	ncRNA
chr9-11	chr9	134420751	134420966	+	1	NA	Intergenic	Intergenic	-14196	NM_001135954	83549	Hs.9597	NM_031432	ENSG00000130717	UCK1	URK1	uridine-cytidine kinase 1	protein-coding
chr8-201	chr8	99306047	99306138	+	1	NA	intron (NM_001321636, intron 1 of 9)	CpG	529	NR_135745	79815	Hs.309489	NM_024759	ENSG00000104361	NIPAL2	NPAL2	NIPA like domain containing 2	protein-coding
chr5-20	chr5	19734814	19735015	+	1	NA	intron (NM_004934, intron 4 of 12)	intron (NM_004934, intron 4 of 12)	151467	NM_001291957	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
chr20-457	chr20	23900866	23901017	+	1	NA	Intergenic	Intergenic	-40561	NM_001900	1473	Hs.121489	NM_001900	ENSG00000170367	CST5	-	cystatin D	protein-coding
chr3-55	chr3	64598831	64599051	+	1	NA	intron (NM_001318781, intron 21 of 38)	intron (NM_001318781, intron 21 of 38)	51919	NR_110150	101929335	Hs.476604	NR_110150	ENSG00000241158	ADAMTS9-AS1	-	ADAMTS9 antisense RNA 1	ncRNA
chr6-109	chr6	10694994	10695214	+	1	NA	promoter-TSS (NM_001354357)	promoter-TSS (NM_001354357)	-74	NM_001354357	347744	Hs.61389	NM_001145020	ENSG00000137434	C6orf52	-	chromosome 6 open reading frame 52	protein-coding
chr6-313	chr6	36584856	36585028	+	1	NA	Intergenic	Intergenic	5347	NR_037491	100500885		NR_037491	ENSG00000263894	MIR3925	-	microRNA 3925	ncRNA
chr15-294	chr15	90335838	90335929	+	1	NA	intron (NM_001150, intron 16 of 20)	intron (NM_001150, intron 16 of 20)	16294	NM_001039958	145873	Hs.37311	NM_001039958	ENSG00000188095	MESP2	SCDO2|bHLHc6	mesoderm posterior bHLH transcription factor 2	protein-coding
chr7-76	chr7	577916	578121	+	1	NA	Intergenic	Intergenic	17990	NR_033963	441307	Hs.521334	NR_033963	ENSG00000223855	HRAT92	-	heart tissue-associated transcript 92	ncRNA
chr2-364	chr2	97484973	97485143	+	1	NA	intron (NM_199078, intron 1 of 6)	intron (NM_199078, intron 1 of 6)	3067	NM_017623	26505	Hs.711617	NM_017623	ENSG00000168763	CNNM3	ACDP3	cyclin and CBS domain divalent metal cation transport mediator 3	protein-coding
chr13-47	chr13	23553443	23553516	+	1	NA	Intergenic	Intergenic	-62971	NR_138043	100996930	Hs.380803	NR_138043		LINC00621	-	long intergenic non-protein coding RNA 621	ncRNA
chr1-565	chr1	174128908	174129080	+	1	NA	promoter-TSS (NR_121197)	promoter-TSS (NR_121197)	442	NM_014857	9910	Hs.585378	NM_014857	ENSG00000152061	RABGAP1L	HHL|TBC1D18	RAB GTPase activating protein 1 like	protein-coding
chr12-211	chr12	115106026	115106220	+	1	NA	Intergenic	Intergenic	15846	NM_016569	6926	Hs.744016	NM_005996	ENSG00000135111	TBX3	TBX3-ISO|UMS|XHL	T-box 3	protein-coding
chr9-95	chr9	107730510	107730712	+	1	NA	Intergenic	CpG	-40084	NM_005502	19	Hs.659274	NM_005502	ENSG00000165029	ABCA1	ABC-1|ABC1|CERP|HDLDT1|TGD	ATP binding cassette subfamily A member 1	protein-coding
chr11-4	chr11	68147919	68148139	+	1	NA	intron (NM_001291902, intron 5 of 22)	intron (NM_001291902, intron 5 of 22)	67952	NM_002335	4041	Hs.6347	NM_002335	ENSG00000162337	LRP5	BMND1|EVR1|EVR4|HBM|LR3|LRP-5|LRP7|OPPG|OPS|OPTA1|PCLD4|VBCH2	LDL receptor related protein 5	protein-coding
chr7-38	chr7	107384722	107384942	+	1	NA	promoter-TSS (NR_144540)	promoter-TSS (NR_144540)	194	NR_144537	101927974	Hs.432792	NR_144536	ENSG00000241764	LOC101927974	-	uncharacterized LOC101927974	ncRNA
chr1-160	chr1	112298433	112298524	+	1	NA	promoter-TSS (NR_125963)	promoter-TSS (NR_125963)	-59	NM_198926	55924	Hs.193406	NM_019099	ENSG00000197852	INKA2	C1orf183|FAM212B	inka box actin regulator 2	protein-coding
chr14-18	chr14	107280877	107281097	+	1	NA	Intergenic	Intergenic	-21773	NR_049827	100847062		NR_049827	ENSG00000265929	MIR5195	-	microRNA 5195	ncRNA
chr7-220	chr7	113383266	113383444	+	1	NA	Intergenic	L1PA2|LINE|L1	175727	NM_002711	5506	Hs.458309	NM_002711	ENSG00000154415	PPP1R3A	GM|PP1G|PPP1R3	protein phosphatase 1 regulatory subunit 3A	protein-coding
chr5-73	chr5	19885259	19885418	+	1	NA	intron (NM_001291957, intron 1 of 12)	MIR|SINE|MIR	1043	NM_001291957	1016	Hs.317632	NM_004934	ENSG00000145526	CDH18	CDH14|CDH14L|CDH24	cadherin 18	protein-coding
chr2-734	chr2	183404996	183405078	+	1	NA	Intergenic	AluSx1|SINE|Alu	-17465	NM_001258312	5136	Hs.191046	NM_005019	ENSG00000115252	PDE1A	CAM-PDE-1A|HCAM-1|HCAM1|HSPDE1A	phosphodiesterase 1A	protein-coding
chr20-975	chr20	47835855	47836075	+	1	NA	promoter-TSS (NM_001319135)	promoter-TSS (NM_001319135)	-133	NM_001319135	6780	Hs.596704	NM_004602	ENSG00000124214	STAU1	PPP1R150|STAU	staufen double-stranded RNA binding protein 1	protein-coding
chr11-82	chr11	68227436	68227654	+	1	NA	promoter-TSS (NM_001352359)	promoter-TSS (NM_001352359)	-641	NM_001352358	55291	Hs.503022	NM_018312	ENSG00000110075	PPP6R3	C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3	protein phosphatase 6 regulatory subunit 3	protein-coding
chr8-452	chr8	76319610	76319797	+	1	NA	promoter-TSS (NM_001330561)	promoter-TSS (NM_001330561)	-202	NM_001330561	3174	Hs.241529	NM_004133	ENSG00000164749	HNF4G	NR2A2|NR2A3	hepatocyte nuclear factor 4 gamma	protein-coding
chr8-530	chr8	102479011	102479148	+	1	NA	Intergenic	Intergenic	-25588	NM_001330593	79977	Hs.661088	NM_024915	ENSG00000083307	GRHL2	BOM|DFNA28|ECTDS|TFCP2L3	grainyhead like transcription factor 2	protein-coding
chr15-84	chr15	90638896	90638967	+	1	NA	intron (NM_002168, intron 1 of 10)	intron (NM_002168, intron 1 of 10)	4922	NM_001289910	3418	Hs.596461	NM_002168	ENSG00000182054	IDH2	D2HGA2|ICD-M|IDH|IDHM|IDP|IDPM|mNADP-IDH	isocitrate dehydrogenase (NADP(+)) 2, mitochondrial	protein-coding
chr9-24	chr9	134469733	134469918	+	1	NA	intron (NM_001304275, intron 14 of 23)	intron (NM_001304275, intron 14 of 23)	-63163	NM_001135954	83549	Hs.9597	NM_031432	ENSG00000130717	UCK1	URK1	uridine-cytidine kinase 1	protein-coding
chr1-363	chr1	220219922	220220115	+	1	NA	promoter-TSS (NM_004446)	promoter-TSS (NM_004446)	-18	NM_004446	2058	Hs.497788	NM_004446	ENSG00000136628	EPRS	EARS|GLUPRORS|PARS|PIG32|QARS|QPRS	glutamyl-prolyl-tRNA synthetase	protein-coding
chr20-712	chr20	25842226	25842424	+	1	NA	Intergenic	SST1|Satellite|centr	-7668	NR_110001	101926935	Hs.737440	NR_110001		LOC101926935	-	uncharacterized LOC101926935	ncRNA
chr10-171	chr10	43521835	43521900	+	1	NA	Intergenic	Intergenic	28856	NR_049836	100847014		NR_049836	ENSG00000263795	MIR5100	-	microRNA 5100	ncRNA
chr4-24	chr4	87752788	87752946	+	1	NA	intron (NM_197965, intron 3 of 5)	intron (NM_197965, intron 3 of 5)	17549	NM_197965	345274	Hs.452996	NM_197965	ENSG00000145283	SLC10A6	SOAT	solute carrier family 10 member 6	protein-coding
chr9-432	chr9	95432282	95432493	+	1	NA	5' UTR (NM_022755, exon 1 of 13)	5' UTR (NM_022755, exon 1 of 13)	160	NM_022755	64768	Hs.459896	NM_022755	ENSG00000127080	IPPK	C9orf12|INSP5K2|IP5K|IPK1|bA476B13.1	inositol-pentakisphosphate 2-kinase	protein-coding
chr12-320	chr12	102091849	102091954	+	1	NA	exon (NM_020244, exon 1 of 9)	exon (NM_020244, exon 1 of 9)	484	NM_020244	56994	Hs.293077	NM_020244	ENSG00000111666	CHPT1	CPT|CPT1	choline phosphotransferase 1	protein-coding
chr9-5	chr9	140408441	140408605	+	1	NA	intron (NM_001098537, intron 12 of 34)	intron (NM_001098537, intron 12 of 34)	36498	NM_001098537	375775	Hs.294147	NM_152286	ENSG00000130653	PNPLA7	C9orf111|NTE-R1|NTEL1	patatin like phospholipase domain containing 7	protein-coding
chr1-86	chr1	169454979	169455191	+	1	NA	5' UTR (NM_001319667, exon 1 of 5)	5' UTR (NM_001319667, exon 1 of 5)	123	NM_006996	10560	Hs.30246	NM_006996	ENSG00000117479	SLC19A2	TC1|THMD1|THT1|THTR1|TRMA	solute carrier family 19 member 2	protein-coding
chr6-8	chr6	170341806	170342001	+	1	NA	Intergenic	Intergenic	-133963	NR_125878	102724511	Hs.550045	NR_125878		LOC102724511	-	uncharacterized LOC102724511	ncRNA
chr13-45	chr13	114830778	114830998	+	1	NA	intron (NM_001320821, intron 2 of 25)	intron (NM_001320821, intron 2 of 25)	12566	NM_001320822	22821	Hs.593075	NM_007368	ENSG00000185989	RASA3	GAP1IP4BP|GAPIII	RAS p21 protein activator 3	protein-coding
chr20-1200	chr20	48782498	48782669	+	1	NA	Intergenic	Intergenic	-6524	NR_109943	101927541	Hs.570391	NR_109943	ENSG00000231742	LINC01273	-	long intergenic non-protein coding RNA 1273	ncRNA
chr10-316	chr10	72475756	72475903	+	1	NA	intron (NM_080722, intron 4 of 21)	intron (NM_080722, intron 4 of 21)	43567	NM_080722	140766	Hs.352156	NM_080722	ENSG00000138316	ADAMTS14	-	ADAM metallopeptidase with thrombospondin type 1 motif 14	protein-coding
chr1-151	chr1	53163932	53164097	+	1	NA	promoter-TSS (NM_023077)	promoter-TSS (NM_023077)	24	NM_023077	65260	Hs.349905	NM_023077	ENSG00000162377	COA7	C1orf163|RESA1|SELRC1	cytochrome c oxidase assembly factor 7 (putative)	protein-coding
chr20-111	chr20	20421991	20422211	+	1	NA	intron (NM_020343, intron 37 of 39)	intron (NM_020343, intron 37 of 39)	73336	NM_002196	3642	Hs.89584	NM_002196	ENSG00000173404	INSM1	IA-1|IA1	INSM transcriptional repressor 1	protein-coding
chr2-807	chr2	231658820	231659003	+	1	NA	intron (NM_001130849, intron 4 of 8)	intron (NM_001130849, intron 4 of 8)	-70402	NM_001287241	81618	Hs.111577	NM_030926	ENSG00000135916	ITM2C	BRI3|BRICD2C|E25|E25C|ITM3	integral membrane protein 2C	protein-coding
chr8-181	chr8	63951278	63951454	+	1	NA	5' UTR (NM_003878, exon 1 of 9)	5' UTR (NM_003878, exon 1 of 9)	244	NM_003878	8836	Hs.78619	NM_003878	ENSG00000137563	GGH	GH	gamma-glutamyl hydrolase	protein-coding
chr19-13	chr19	883899	884113	+	1	NA	intron (NM_005481, intron 6 of 15)	intron (NM_005481, intron 6 of 15)	9212	NM_005481	10025	Hs.365207	NM_005481	ENSG00000175221	MED16	DRIP92|THRAP5|TRAP95	mediator complex subunit 16	protein-coding
chr16-405	chr16	30366508	30366683	+	1	NA	promoter-TSS (NM_006110)	promoter-TSS (NM_006110)	87	NM_006110	10421	Hs.202677	NM_006110	ENSG00000169217	CD2BP2	FWP010|LIN1|PPP1R59|Snu40|U5-52K	CD2 cytoplasmic tail binding protein 2	protein-coding
chr5-215	chr5	110427862	110428060	+	1	NA	promoter-TSS (NM_139281)	promoter-TSS (NM_139281)	91	NM_139281	134430	Hs.533237	NM_139281	ENSG00000134987	WDR36	GLC1G|TA-WDRP|TAWDRP|UTP21	WD repeat domain 36	protein-coding
chr3-1061	chr3	155448728	155448919	+	1	NA	intron (NM_001349251, intron 1 of 22)	L1MA8|LINE|L1	14055	NM_001349252	23007	Hs.567423	NM_014996	ENSG00000114805	PLCH1	PLCL3	phospholipase C eta 1	protein-coding
chr15-192	chr15	100787508	100787670	+	1	NA	intron (NM_139057, intron 7 of 21)	intron (NM_139057, intron 7 of 21)	94621	NM_139057	170691	Hs.513200	NM_139057	ENSG00000140470	ADAMTS17	WMS4	ADAM metallopeptidase with thrombospondin type 1 motif 17	protein-coding
chr20-2221	chr20	61320364	61320443	+	1	NA	Intergenic	Intergenic	-19786	NM_002531	4923	Hs.590869	NM_002531	ENSG00000101188	NTSR1	NTR	neurotensin receptor 1	protein-coding
chr11-219	chr11	65341771	65341881	+	1	NA	TTS (NM_152832)	TTS (NM_152832)	-1683	NM_001351087	254102	Hs.502867	NM_001099409	ENSG00000173442	EHBP1L1	-	EH domain binding protein 1 like 1	protein-coding
chr3-138	chr3	40547552	40547574	+	1	NA	promoter-TSS (NM_001256168)	promoter-TSS (NM_001256168)	33	NM_175888	253639	Hs.581541	NM_175888	ENSG00000177842	ZNF620	-	zinc finger protein 620	protein-coding
chr5-222	chr5	133707163	133707166	+	1	NA	promoter-TSS (NM_001349365)	promoter-TSS (NM_001349365)	297	NM_003337	7320	Hs.612096	NM_003337	ENSG00000119048	UBE2B	E2-17kDa|HHR6B|HR6B|RAD6B|UBC2	ubiquitin conjugating enzyme E2 B	protein-coding
chr14-240	chr14	59950465	59950630	+	1	NA	promoter-TSS (NM_001284202)	promoter-TSS (NM_001284202)	-254	NM_001331159	112849	Hs.729061	NM_144581	ENSG00000126790	L3HYPDH	C14orf149	trans-L-3-hydroxyproline dehydratase	protein-coding
chr7-480	chr7	66057364	66057527	+	1	NA	promoter-TSS (NR_111973)	promoter-TSS (NR_111973)	-51	NR_111973	493754	Hs.732409	NR_002933	ENSG00000229180	GS1-124K5.11	-	RAB guanine nucleotide exchange factor 1 pseudogene	pseudo
chr16-41	chr16	73049595	73049815	+	1	NA	intron (NM_006885, intron 1 of 9)	intron (NM_006885, intron 1 of 9)	32569	NM_006885	463	Hs.598297	NM_006885	ENSG00000140836	ZFHX3	ATBF1|ATBT|ZNF927	zinc finger homeobox 3	protein-coding
chr10-81	chr10	106240750	106240923	+	1	NA	promoter-TSS (NR_120624)	promoter-TSS (NR_120624)	-803	NR_120624	101927523	Hs.407539	NR_120624	ENSG00000225768	LOC101927523	-	uncharacterized LOC101927523	ncRNA
chr8-265	chr8	61824278	61824498	+	1	NA	Intergenic	Intergenic	55919	NR_034003	100130298	Hs.636194	NR_034003		LOC100130298	-	hCG1816373-like	ncRNA
chr1-957	chr1	171454479	171454677	+	1	NA	promoter-TSS (NM_015172)	promoter-TSS (NM_015172)	-88	NM_015172	23215	Hs.494614	NM_015172	ENSG00000117523	PRRC2C	BAT2-iso|BAT2D1|BAT2L2|XTP2	proline rich coiled-coil 2C	protein-coding
chr6-27	chr6	27198202	27198414	+	1	NA	Intergenic	Intergenic	-17194	NM_005865	10279	Hs.274407	NM_005865	ENSG00000112812	PRSS16	TSSP	serine protease 16	protein-coding
chr8-13	chr8	71520539	71520703	+	1	NA	promoter-TSS (NM_001317804)	promoter-TSS (NM_001317804)	73	NM_014294	23471	Hs.491988	NM_014294	ENSG00000067167	TRAM1	PNAS8|TRAM|TRAMP	translocation associated membrane protein 1	protein-coding
chr1-19	chr1	202075542	202075762	+	1	NA	Intergenic	Intergenic	-16317	NM_004767	9283	Hs.132049	NM_004767	ENSG00000170075	GPR37L1	ET(B)R-LP-2|ETBR-LP-2|ETBRLP2	G protein-coupled receptor 37 like 1	protein-coding
chr3-972	chr3	122283165	122283345	+	1	NA	promoter-TSS (NM_001146105)	promoter-TSS (NM_001146105)	-61	NM_001146104	83666	Hs.518200	NM_031458	ENSG00000138496	PARP9	ARTD9|BAL|BAL1|MGC:7868	poly(ADP-ribose) polymerase family member 9	protein-coding
chr2-232	chr2	95787655	95787788	+	1	NA	promoter-TSS (NM_001321996)	promoter-TSS (NM_001321996)	51	NM_001321996	64969	Hs.655259	NM_031902	ENSG00000144029	MRPS5	MRP-S5|S5mt	mitochondrial ribosomal protein S5	protein-coding
chr14-171	chr14	74959976	74960166	+	1	NA	promoter-TSS (NM_194279)	promoter-TSS (NM_194279)	13	NM_006432	10577	Hs.433222	NM_006432	ENSG00000119655	NPC2	EDDM1|HE1	NPC intracellular cholesterol transporter 2	protein-coding
chr2-52	chr2	110257227	110257349	+	1	NA	intron (NM_001099289, intron 9 of 9)	intron (NM_001099289, intron 9 of 9)	113946	NM_001321515	151011	Hs.469615	NM_144710	ENSG00000186522	SEPT10	-	septin 10	protein-coding
chr1-344	chr1	183688622	183688775	+	1	NA	intron (NM_001297669, intron 2 of 18)	intron (NM_001297669, intron 2 of 18)	-66250	NM_203454	403314	Hs.97335	NM_203454	ENSG00000173627	APOBEC4	C1orf169	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4	protein-coding
chr19-323	chr19	14228661	14228792	+	1	NA	promoter-TSS (NM_002730)	promoter-TSS (NM_002730)	-167	NM_002730	5566	Hs.631630	NM_002730	ENSG00000072062	PRKACA	PKACA|PPNAD4	protein kinase cAMP-activated catalytic subunit alpha	protein-coding
chrX-25	chrX	150250916	150251134	+	1	NA	Intergenic	CpG	-85669	NR_036256	100422930		NR_036256	ENSG00000265789	MIR4330	-	microRNA 4330	ncRNA
chr11-115	chr11	73499000	73499043	+	1	NA	exon (NM_001318500, exon 1 of 6)	exon (NM_001318500, exon 1 of 6)	104	NR_134659	51642	Hs.503239	NM_016055	ENSG00000175581	MRPL48	CGI-118|HSPC290|L48MT|MRP-L48	mitochondrial ribosomal protein L48	protein-coding
chr5-99	chr5	180288214	180288429	+	1	NA	promoter-TSS (NM_152283)	promoter-TSS (NM_152283)	-35	NM_152283	643836	Hs.509227	NM_152283	ENSG00000196670	ZFP62	ZET|ZNF755	ZFP62 zinc finger protein	protein-coding
chr5-4	chr5	96270811	96271016	+	1	NA	promoter-TSS (NM_005575)	promoter-TSS (NM_005575)	-433	NM_005575	4012	Hs.527199	NM_005575	ENSG00000113441	LNPEP	CAP|IRAP|P-LAP|PLAP	leucyl and cystinyl aminopeptidase	protein-coding
chr8-651	chr8	141474464	141474568	+	1	NA	Intergenic	CpG	-5838	NM_031466	83696	Hs.654911	NM_031466	ENSG00000167632	TRAPPC9	IBP|IKBKBBP|MRT13|NIBP|T1|TRS120	trafficking protein particle complex 9	protein-coding
chr8-68	chr8	146126966	146127149	+	1	NA	promoter-TSS (NM_021061)	promoter-TSS (NM_021061)	-211	NM_021061	58500	Hs.532277	NM_021061	ENSG00000196150	ZNF250	ZFP647|ZNF647	zinc finger protein 250	protein-coding
chr3-68	chr3	122694310	122694466	+	1	NA	intron (NR_046079, intron 1 of 22)	MIRb|SINE|MIR	593	NM_001256347	54437	Hs.210870	NM_018987	ENSG00000082684	SEMA5B	SEMAG|SemG	semaphorin 5B	protein-coding
chr10-63	chr10	5931984	5932160	+	1	NA	promoter-TSS (NM_019046)	promoter-TSS (NM_019046)	-94	NM_001258453	84893	Hs.498543	NM_032807	ENSG00000134452	FBH1	FBXO18|Fbx18|hFBH1	F-box DNA helicase 1	protein-coding
chr10-285	chr10	35736683	35736903	+	1	NA	intron (NM_001282853, intron 2 of 10)	intron (NM_001282853, intron 2 of 10)	110991	NM_001282853	219771	Hs.14745	NM_145012	ENSG00000108100	CCNY	C10orf9|CBCP1|CCNX|CFP1	cyclin Y	protein-coding
chr1-315	chr1	114632806	114633022	+	1	NA	3' UTR (NM_205848, exon 8 of 8)	3' UTR (NM_205848, exon 8 of 8)	62148	NM_205848	148281	Hs.370963	NM_205848	ENSG00000134207	SYT6	sytVI	synaptotagmin 6	protein-coding
chr6-82	chr6	39248025	39248226	+	1	NA	Intergenic	Intergenic	34111	NM_031460	89822	Hs.162282	NM_031460	ENSG00000124780	KCNK17	K2p17.1|TALK-2|TALK2|TASK-4|TASK4	potassium two pore domain channel subfamily K member 17	protein-coding
chr8-371	chr8	143167513	143167643	+	1	NA	Intergenic	MER58A|DNA|hAT-Charlie	-87921	NR_130468	100616374		NR_130468	ENSG00000265612	MIR4539	-	microRNA 4539	ncRNA
chr14-74	chr14	61939059	61939268	+	1	NA	intron (NM_006255, intron 9 of 13)	intron (NM_006255, intron 9 of 13)	97749	NR_110417	101927780	Hs.254789	NR_110416	ENSG00000250548	LINC01303	-	long intergenic non-protein coding RNA 1303	ncRNA
chr11-131	chr11	30344529	30344688	+	1	NA	promoter-TSS (NM_152316)	promoter-TSS (NM_152316)	-38	NM_152316	120534	Hs.502208	NM_152316	ENSG00000152219	ARL14EP	ARF7EP|C11orf46|dJ299F11.1	ADP ribosylation factor like GTPase 14 effector protein	protein-coding
chr16-560	chr16	4897288	4897385	+	1	NA	promoter-TSS (NR_136695)	promoter-TSS (NR_136695)	-33	NM_032569	84656	Hs.387255	NM_032569	ENSG00000140632	GLYR1	BM045|HIBDL|N-PAC|NP60	glyoxylate reductase 1 homolog	protein-coding
chr16-93	chr16	3070924	3071118	+	1	NA	intron (NM_016639, intron 1 of 3)	CpG	708	NM_016639	51330	Hs.355899	NM_016639	ENSG00000006327	TNFRSF12A	CD266|FN14|TWEAKR	TNF receptor superfamily member 12A	protein-coding
chr2-10	chr2	24150097	24150293	+	1	NA	promoter-TSS (NM_001242338)	promoter-TSS (NM_001242338)	-211	NM_017552	54454	Hs.467862	NM_017552	ENSG00000119778	ATAD2B	-	ATPase family, AAA domain containing 2B	protein-coding
chr8-170	chr8	25265740	25265932	+	1	NA	intron (NM_024940, intron 49 of 51)	intron (NM_024940, intron 49 of 51)	16720	NM_001083111	2796	Hs.82963	NM_000825	ENSG00000147437	GNRH1	GNRH|GRH|LHRH|LNRH	gonadotropin releasing hormone 1	protein-coding
chr7-193	chr7	56264062	56264179	+	1	NA	Intergenic	MER11A|LTR|ERVK	-80030	NM_001145712	389493	Hs.177948	NM_001145712	ENSG00000185290	NUPR2	NUPR1L	nuclear protein 2, transcriptional regulator	protein-coding
